9434,1080,0
9435,1068,0
9436,1162,1
9437,987,2
9438,1098,2
9439,1006,1
9441,1012,0
9442,1123,2
9443,984,0
9444,1046,0
9445,1059,0
9446,1150,1
9447,991,1
9448,1011,0
9449,954,0
9451,460,0
9452,875,0
9453,558,0
9501,150,1
9502,254,0
9503,349,1
9504,350,1
9505,821,1
9506,748,2
9507,724,1
9508,795,0
9509,702,0
9511,663,2
9512,770,1
9513,876,2
9514,465,1
9522,465,1
9515,749,1
9516,944,0
9517,803,0
9518,826,0
9519,915,0
9521,895,0
9701,666,0
9702,735,0
9703,1045,0
9704,1013,0
9705,943,0
9706,51,0
9707,875,0
9708,981,0
9709,1083,0
9711,653,2
9712,679,0
9713,1002,1
9714,984,1
9715,597,0
9716,1006,0
9717,1011,1
9718,942,0
9719,957,1
9721,699,2
9722,642,3
9723,550,1
9724,1092,2
9725,1030,3
9726,509,1
9727,468,2
9728,1020,3
9729,852,1
9731,605,0
9732,78,0
9733,253,0
9734,655,1
9735,852,0
9736,753,0
9737,839,0
9738,865,4
9739,718,0
9741,316,0
9742,710,0
9743,1109,4
9744,853,0
9745,950,2
9746,970,0
9747,1045,2
9748,988,2
9749,990,1
9751,1124,1
9752,733,1
9753,800,1
9754,732,0
9755,577,0
9756,1028,1
9801,440,0
9900,0,0
9901,0,0
9902,0,0
